Text,Is_PII
"I purchased a round trip ticket to Kingston, Rhode Island for Friday November 13 and can't find my ticket - don't remember if I printed my ticket out - can you help me",
I bought a ticket for a train trip tomorrow. Now I need to leave today can I use my existing ticket and pay the difference,
do i need to print tickets bought online or show on phone,
what would the cost for 2 adult from Toronto going to New York from Dec4-Dec6 Round Trip,
"I live in Canton, Il. Want to go to Jackson, Mi. Not understanding the printed schedules online.",
I need to get from newark De to American University can you help me out?,
hello. i just wanted to know if theirs pet allowed in the train?,
I am trying to get a quote leaving Indianapolis going to Wisconsin,
"Can the cname- employee (children) passes be used for the Wilkes-Barre, PA Bus Station or do we need to purchase a ticket?",
hello is there free wifi on the car train from Lorton va to,
"I would like to take the train from Palm Springs Ca to Escondido, Ca",
How much time do I need to allow to be at the station before departure,
On the Coast Starlight what is the difference between the $22.95 coach seat and the $45.05 coach seat?,
"What is the phone number of the regional transportation center syracuse, NY",
How early do I need to be at the station (Penn-NY) prior to boarding?,
Are passengers able to transport a jet ski on the auto train?,
How can I find my cname- Guest Rewards number when my email address has changed?,
I can't find a place to enter the return trip for the trip back,
"My eVoucher expired on 10/24/15. I understand that it expired after 1 year, but was hoping that perhaps you could override the system to allow my use of the $31.50 voucher? Only 9 days past date. Thx",
How do I go back to print out receipt for an cname- eTicket? (October 5/7) RES#--------------,
"please tell me the train availability between Cherry Hill, NJ and Washington Union Station - Washington DC",
Hi -----! I am looking to dispute a charge. cname- charged me for two tickets after I modified my reservation.,
if i purchase an acela business class seat am i guarenteed to get a seat verses stand on a train,
"-----, I need to make this a one-way ticket. Leaving on 11/20 same time4:46am, but want to cancel the return train. How can I do this? ------------------",
"If I purchase an ""unreserved"" coach seat does this mean I may not have a seat available when I get there?",
Just to check the train new york to Boston at 11 am tomorrow. is that a fast train,
"I want to buy a ticket. I have filled in the information but the ""find trains"" button is grayed out and won't work. What am I doing wrong?",
"I am trying to redeem points for a trip, but it says that I do not have enough points.",
"How much does it cost for 2 seniors and 1 auto from Lorton, VA toJackeonville, FL",
hi. i need to link an existing reservation to an account. can you help me with this?,
why is it giving be bus service when i search train service?,
Hi...I am having problems cancelling a reservation. problem with CC expiration date.,
if I miss my train can the ticket be used in the future,
I am wanting to book the California ZephyrTrain for next September could you tell me when that would go on sale?,
"Hi, I would like to travel from Los Angeles to New Orleans on the Sunset Limited sometime in Janaury",
hi is the 11 coast starlight a direct train ride from San Jose to Los Angeles,
Yes please. Are there any extra trains added to schedule from yonkers north on Sunday Nov.29th?,
I'm trying to modify reservation # ------ on the 29th to the 28th and I'm getting an error,
Hi I want to take auto train on dec. 2nd with my car and a cat in a small carrier - information please?,
I would like to know all current reservations made under this account ###########,
"hi ----- , i am looking at travel from jan 10,2016 ,from st.paul mn. to new orleans la.",
i think i bought 3 tickets but was did not get my email tickets,
if i get to the train earlier than my reserved train would i be able to take the earlier train?,
"What do i need to do to use the daytime parking at the jack london square, Oakland station?",
"Hi .. I am looking to book online and haven't done a sleeper for awhile. I will be traveling alone (not sure of dates yet, possible funeral soon) but do I have to purchase a reserved seat",
"Hi, I'm having a problem cancelling the Departure portion of my trip, reservation ------, I want to keep my return trip, but I don't need to take the train on Saturday, Nov. 7th anymore",
What would be the cost of a one way ticket from San Francisco to New York?,
Ive been getting E-mails from cname- but i cannot log on to my account,
"I need a train from union station to tulsa, ok. help finds",
i don't understand your website at all...frustrating to say the least...i want a roundtrip ticket from pittsburgh pa to san antonio tx..leave on the 14th and return on 16th...am a senior....---,
hi conf. ####### do we need to check in today for we leave tomorrow,
"Can I rent a car at any of the cname- stations in the Detroit, MI area?",
"how much is a fare from Gainesville,Ga to El Paso TX anytime",
I would like to surpise my boyfriend of 4 years with train trip on November 21 trip to Austin or Dallas,
I need to travel from Pasadena to Susanville Prison I need help as to what route I should take,
I have an itinerary but cannot make and pay for the reservation. Help!,
trying to finf a station from ga or s c to me,
"Do you have a train going from Billings, Mt to Denver, CO on November 11, 2015",
Does the Pacific Surfliner actually stop in San Diego Old Town as well as downtown San Diego?,
i need to go to fargo north dakota from san diego ca,
do you have a train that goes from los angeles to fresno,
I have filled out the ticket I want to purchase and can't find how to pay for the ticket.,
I just made a reservation for my daughter but she did not receive the reservation on her email.,
how can i get 25% off if I buy 2 weeks ahead,
can you give me a phone number to call to book a train,
What does Error ID 503S mean? I am trying to modify my reservation # ------.,
after purchasing a ticket may I change my time of departure without penalty,
"I keep getting an error when I try to process a trip for January 2016, what is the issue?",
"Hello, I am actually looking for information on the application process for the next round of cname-- Residency .",
I need to book for 9 adults and 1 child do we get a discount,
"i made reservations on a train roundtrip and put in my credit info and the page said dont refresh page or transaction may be interrupted , its been an hour and 1/2 , am I to assume that it didnt go ?",
hi I just made a reservation and realized I had a typo on my main email address - how do I correct it?,
